(50892, 438, )
(107036, 1, 6012, 6586, 6733, 6433)
(58876, 430, )
(42596, 439, )
(36401, 45, )
(72559, 44, )
(64923, 442, )
(75498, 448, )
(67679, 405, )
(69641, 449, )
(26834, 411, )
(17616, 403, )
(81794, 404, )
(69425, 44, )
(100837, 419, )
(28837, 48, )
(59494, 413, )
(97054, 414, )
(64899, 447, )
(101530, 403, )
(29829, 44, )
(88042, 44, )
(46043, 44, )
(100211, 44, )
(85518, 411, )
(60434, 44, )
(86548, 45, )
(95264, 431, )
(79472, 404, )
(39847, 44, )
(62170, 412, )
(87772, 213, )
(82434, 420, )
(43553, 44, )
(74514, 419, )
(93360, 44, )
(106364, 435, )
(67989, 413, )
(69829, 424, )
(78652, 44, )
(38074, 44, )
(89418, 218, )
(61073, 427, )
(24133, 417, )
(109328, 44, )
(27380, 241, )
(103081, 407, )
(99884, 403, )
(87204, 438, )
(27064, 44, )
(69233, 44, )
(19075, 409, )
(49037, 422, )
(58392, 44, )
(75743, 213, )
(13818, 413, )
(108302, 444, )
(28800, 45, )
(82128, 48, )
(73238, 44, )
(20697, 410, )
(19050, 434, )
(28559, 425, )
(19833, 403, )
(108785, 44, )
(23155, 421, )
(78491, 430, )
(98327, 404, )
(77617, 432, )
(54523, 437, )
(15571, 422, )
(32686, 427, )
(93719, 44, )
(20856, 419, )
(16698, 234, )
(48761, 44, )
(69149, 449, )
(92790, 421, )
(63395, 408, )
(22028, 47, )
(73650, 4, 5795, 5574, 6200, 5542, 6908)
(28275, 440, )
(70002, 440, )
(82398, 408, )
(21663, 430, )
(95213, 407, )
(26008, 44, )
(87889, 44, )
(53459, 428, )
(102769, 44, )
(10662, 417, )
(61743, 44, )
(55312, 444, )
(105161, 45, )
(33643, 44, )
(50095, 424, )
(97688, 401, )
(104747, 44, )
(84786, 44, )
(81675, 418, )
(103121, 445, )
(37512, 412, )
(77487, 44, )
(44560, 44, )
(43605, 434, )
(98787, 49, )
(47164, 420, )
(64706, 44, )
(39410, 422, )
(90973, 424, )
(95566, 44, )
(84580, 449, )
(49538, 441, )
(14918, 2, 5519, 5207, 5289, 6048, 5505, 6081)
(87984, 425, )
(27137, 419, )
(32663, 426, )
(96854, 418, )
(29563, 44, )
(68347, 446, )
(32240, 44, )
(106173, 427, )
(25678, 407, )
(38055, 401, )
(63937, 413, )
(103027, 442, )
(96303, 443, )
(56538, 249, )
(59339, 44, )
(65424, 44, )
(11110, 435, )
(45891, 221, )
(95963, 44, )
(99093, 434, )
(93338, 426, )
(57809, 44, )
(102865, 401, )
(28218, 44, )
(99929, 45, )
(72947, 404, )
(84447, 411, )
(77301, 44, )
(109184, 45, )
(53479, 416, )
(26791, 435, )
(57704, 3, 6430, 6719, 5489, 6225)
(14122, 439, )
(107677, 402, )
(80708, 409, )
(96475, 407, )
(35080, 44, )
(98197, 44, )
(29837, 426, )
(43831, 408, )
(105142, 427, )
(54865, 44, )
(67006, 413, )
(39386, 441, )
(19911, 443, )
(76302, 211, )
(62364, 418, )
(95064, 44, )
(78798, 443, )
(18823, 404, )
(93265, 440, )
(66767, 412, )
(69308, 48, )
(72932, 441, )
(49756, 415, )
(64360, 446, )
(88614, 428, )
(50461, 44, )
(74518, 4, 6179, 6575, 6629, 5481)
(62081, 412, )
(27017, 419, )
(17921, 428, )
(27512, 44, )
(86630, 405, )
(109514, 411, )
(64546, 434, )
(23762, 423, )
(86934, 45, )
(89489, 44, )
(106646, 425, )
(42201, 446, )
(99007, 438, )
(24041, 44, )
(92884, 243, )
(85424, 440, )
(91452, 448, )
(31181, 424, )
(57984, 44, )
(55141, 401, )
(34668, 436, )
(34309, 434, )
(17801, 411, )
(81796, 235, )
(46980, 423, )
(85836, 435, )
(57353, 426, )
(20921, 425, )
(106221, 432, )
(61448, 445, )
(83505, 419, )
(106338, 44, )
(62570, 44, )
(88329, 443, )
(96748, 411, )
(65634, 422, )
(94158, 428, )
(82516, 442, )
(92135, 444, )
(21873, 413, )
(45898, 4, 5206, 5207, 5326, 5632)
(46990, 44, )
(89378, 48, )
(103968, 410, )
(78201, 44, )
(52208, 430, )
(20440, 44, )
(65784, 222, )
(103105, 44, )
(92998, 44, )
(30165, 420, )
(104811, 44, )
(71242, 425, )
(41154, 220, )
(11159, 426, )
(77054, 441, )
(20552, 408, )
(57533, 427, )
(94396, 417, )
(10950, 45, )
(39611, 429, )
(100104, 44, )
(79695, 420, )
(14937, 438, )
(63791, 409, )
(52112, 404, )
(70937, 444, )
(29393, 404, )
(20116, 417, )
(44039, 405, )
(82370, 437, )
(91704, 418, )
(77708, 46, )
(18898, 420, )
(11200, 443, )
(62791, 218, )
(94986, 409, )
(74022, 44, )
(69491, 48, )
(85988, 419, )
(83350, 44, )
(14458, 45, )
(82251, 44, )
(79509, 44, )
(16124, 429, )
(29307, 49, )
(74628, 429, )
(26441, 249, )
(12817, 433, )
(75847, 429, )
(99198, 44, )
(69836, 415, )
(65526, 429, )
(16901, 427, )
(92949, 415, )
(48093, 44, )
(46245, 403, )
(55969, 219, )
(79220, 422, )
(79600, 209, )
(21476, 439, )
(47735, 403, )
(10622, 440, )
(101660, 204, )
(46310, 425, )
(77393, 234, )
(70275, 405, )
(48994, 44, )
(22656, 432, )
(69648, 434, )
(98592, 405, )
(83077, 411, )
(96382, 44, )
(42875, 441, )
(87034, 423, )
(53382, 45, )
(19904, 434, )
(80753, 443, )
(36920, 49, )
(53575, 406, )
(77242, 44, )
(52512, 218, )
(65215, 419, )
(76468, 405, )
(14792, 232, )
(19084, 44, )
(60892, 44, )
(25964, 424, )
(92692, 44, )
(77787, 417, )
(50539, 426, )
(98625, 413, )
(109303, 44, )
(95284, 44, )
(47475, 406, )
(71422, 440, )
(90422, 44, )
(88692, 203, )
(44091, 423, )
(62989, 439, )
(35788, 44, )
(81152, 419, )
(29321, 437, )
(88303, 406, )
(107685, 434, )
(77642, 423, )
(82653, 44, )
(92146, 411, )
(73932, 44, )
(38099, 44, )
(16342, 44, )
(86228, 427, )
(80070, 416, )
(47234, 448, )
(39800, 429, )
(61645, 44, )
(62868, 441, )
(47447, 46, )
(51971, 434, )
(33731, 2, 5610, 5746, 6650, 5133)
(108596, 44, )
(49596, 416, )
(29022, 427, )
(52328, 44, )
(77192, 202, )
(89881, 431, )
(68573, 442, )
(77512, 44, )
(73435, 44, )
(83095, 210, )
(22919, 415, )
(74616, 439, )
(108115, 401, )
(71255, 422, )
(68811, 447, )
(54301, 434, )
(13195, 44, )
(90378, 224, )
(55157, 401, )
(23631, 415, )
(36406, 437, )
(37527, 444, )
(47585, 432, )
(10054, 44, )
(72653, 431, )
(45717, 445, )
(16566, 448, )
(83533, 423, )
(104926, 439, )
(46523, 401, )
(61873, 430, )
(46810, 413, )
(56630, 434, )
(97896, 444, )
(35159, 435, )
(48539, 432, )
(87246, 409, )
(19524, 44, )
(88776, 434, )
(55577, 443, )
(26022, 429, )
(102319, 44, )
(66497, 44, )
(45321, 438, )
(33346, 4, 5408, 6629, 5481)
(28565, 426, )
(92011, 44, )
(97180, 409, )
(27990, 444, )
(23261, 44, )
(100018, 438, )
(74877, 436, )
(106132, 412, )
(103182, 44, )
(15715, 439, )
(101610, 44, )
(23243, 430, )
(82364, 2, 6284, 5175, 5184, 5608, 5453)
(44432, 441, )
(47927, 429, )
(64737, 44, )
(44993, 426, )
(21267, 4, 6586, 5905, 5713, 6365)
(69484, 44, )
(36301, 44, )
(29562, 420, )
(77028, 402, )
(109012, 441, )
(10102, 401, )
(86055, 434, )
(88996, 414, )
(97207, 420, )
(109734, 47, )
(30090, 447, )
(26944, 247, )
(35473, 44, )
(75630, 444, )
(78634, 418, )
(61477, 407, )
(61230, 432, )
(96386, 446, )
(16108, 433, )
(42187, 431, )
(109071, 423, )
(98455, 44, )
(77279, 44, )
(16975, 417, )
(26877, 218, )
(91388, 44, )
(33032, 44, )
(104150, 424, )
(97757, 432, )
(20047, 429, )
(56671, 44, )
(28366, 415, )
(67489, 441, )
(103326, 441, )
(65615, 419, )
(63339, 413, )
(17350, 428, )
(45057, 445, )
(76184, 14, 5009)
(74779, 409, )
(98654, 407, )
(51516, 44, )
(51738, 44, )
(108451, 44, )
(99953, 436, )
(71140, 439, )
(27446, 44, )
(19647, 445, )
(86299, 1, 5116, 6124, 6065, 5456, 6472)
(83801, 44, )
(31300, 409, )
(30938, 438, )
(69095, 44, )
(55553, 30, 5921)
(76432, 413, )
(49933, 440, )
(74495, 44, )
(91026, 449, )
(109293, 420, )
(107398, 410, )
(12771, 433, )
(76209, 44, )
(46941, 44, )
(63331, 446, )
(59942, 449, )
(37213, 445, )
(13896, 431, )
(94128, 249, )
(40894, 437, )
(41012, 403, )
(74560, 402, )
(45961, 241, )
(13281, 424, )
(41955, 434, )
(109902, 240, )
(100164, 446, )
(87448, 234, )
(63237, 432, )
(100626, 423, )
(48481, 419, )
(59574, 438, )
(100154, 240, )
(108047, 429, )
(55319, 423, )
(93891, 411, )
(95901, 409, )
(80153, 430, )
(89912, 44, )
(78638, 425, )
(38922, 427, )
(14120, 423, )
(35267, 416, )
(103767, 433, )
(47640, 419, )
(97061, 426, )
(42170, 415, )
(11298, 44, )
(79401, 445, )
(97598, 449, )
(87086, 412, )
(74740, 430, )
(26042, 443, )
(36325, 440, )
(49390, 44, )
(57025, 427, )
(39948, 44, )
(50287, 44, )
(69579, 44, )
(86993, 44, )
(95048, 44, )
(33763, 444, )
(22549, 435, )
(49884, 424, )
(82904, 415, )
(88806, 44, )
(74218, 421, )
(52991, 45, )
(49433, 3, 6327, 5731, 5278)
(105300, 437, )
(63561, 405, )
(17151, 249, )
(75495, 423, )
(13332, 46, )
(58977, 412, )
(79162, 411, )
(27522, 48, )
(12206, 249, )
(89574, 440, )
(50456, 411, )
(42054, 44, )
(10588, 413, )
(36169, 44, )
(25497, 235, )
(99255, 21, 5593, 6028, 6421, 5289)
(53845, 410, )
(96285, 430, )
(39297, 421, )
(55657, 44, )
(37136, 206, )
(73045, 432, )
(70432, 44, )
(47226, 44, )
(70542, 423, )
(26933, 443, )
(99190, 429, )
(57274, 44, )
(30651, 410, )
(48412, 401, )
(21003, 414, )
(28746, 213, )
(20914, 443, )
(50275, 48, )
(103613, 44, )
(38663, 44, )
(29457, 404, )
(41070, 410, )
(59972, 44, )
(97474, 49, )
(91682, 429, )
(33536, 44, )
(92046, 413, )
(90862, 406, )
(46109, 419, )
(12436, 407, )
(81510, 413, )
(19588, 405, )
(44361, 44, )
(90244, 449, )
(77228, 431, )
(91136, 440, )
(65796, 201, )
(100527, 443, )
(78667, 47, )
(11229, 405, )
(62481, 448, )
(85657, 45, )
(82395, 44, )
(78713, 3, 5181, 6288)
(37298, 416, )
(88305, 412, )
(47642, 4, 5713, 6365, 6543, 5306)
(17127, 418, )
(45934, 44, )
(25099, 4, 5831, 5475, 5632)
(39338, 443, )
(28531, 44, )
(65085, 48, )
(71353, 412, )
(36794, 442, )
(63653, 44, )
(66095, 46, )
(79073, 44, )
(62961, 44, )
(100701, 402, )
(64788, 438, )
(23616, 433, )
(17797, 417, )
(33293, 423, )
(34423, 210, )
(17660, 424, )
(81325, 44, )
(59406, 404, )
(102270, 44, )
(27669, 44, )
(101473, 444, )
(21208, 44, )
(75409, 44, )
(74051, 413, )
(77528, 44, )
(105963, 44, )
(59957, 449, )
(66196, 44, )
(19612, 448, )
(29217, 44, )
(91174, 415, )
(47303, 418, )
(10474, 422, )
(65720, 433, )
(10460, 408, )
(29531, 420, )
(13037, 13, 6065, 6124, 5774)
(89177, 441, )
(69467, 412, )
(80407, 234, )
(103016, 230, )
(35490, 437, )
(99568, 203, )
(15680, 415, )
(33726, 418, )
(83599, 431, )
(83346, 44, )
(39982, 409, )
(31578, 426, )
(100880, 244, )
(28757, 44, )
(59497, 431, )
(28626, 437, )
(64614, 44, )
(73754, 414, )
(36534, 430, )
(109047, 411, )
(42175, 417, )
(14436, 418, )
(75515, 45, )
(64462, 410, )
(30895, 441, )
(70052, 433, )
(43504, 44, )
(28536, 438, )
(62751, 433, )
(71917, 423, )
(42322, 447, )
(29652, 431, )
(95348, 44, )
(46441, 414, )
(69746, 407, )
(94558, 448, )
(62958, 442, )
(46550, 44, )
(41915, 449, )
(28842, 418, )
(49504, 432, )
(59879, 403, )
(29498, 434, )
(12197, 44, )
(67372, 44, )
(24205, 418, )
(34749, 1, 6369, 6970, 6081, 5489, 6225)
(24900, 44, )
(84789, 44, )
(54133, 407, )
(104431, 44, )
(23756, 44, )
(94422, 434, )
(84344, 448, )
(60103, 44, )
(62180, 44, )
(35431, 408, )
(30166, 436, )
(37787, 202, )
(90751, 44, )
(79421, 426, )
(34597, 416, )
(94309, 447, )
(46332, 236, )
(28139, 440, )
(71760, 424, )
(17093, 427, )
(60637, 420, )
(76217, 404, )
(43617, 423, )
(23860, 413, )
(90969, 44, )
(60612, 44, )
(33572, 44, )
(40256, 238, )
(38275, 410, )
(25285, 44, )
(79001, 430, )
(100474, 406, )
(61392, 406, )
(107872, 417, )
(29335, 404, )
(33225, 445, )
(14263, 48, )
(39690, 432, )
(11463, 409, )
(94909, 44, )
(54943, 44, )
(69037, 407, )
(60972, 419, )
(87177, 438, )
(37983, 44, )
(79131, 415, )
(109718, 425, )
(36561, 426, )
(70183, 407, )
(84123, 402, )
(47077, 433, )
(72204, 430, )
(49830, 44, )
(109961, 226, )
(94879, 243, )
(93342, 44, )
(96967, 45, )
(100895, 445, )
(93669, 446, )
(67643, 431, )
(59809, 44, )
(68564, 424, )
(64386, 447, )
(70424, 44, )
(46026, 403, )
(25514, 44, )
(65822, 443, )
(74417, 44, )
(93095, 211, )
(87288, 211, )
(87098, 427, )
(28122, 44, )
(62256, 401, )
(58745, 439, )
(77980, 408, )
(11047, 44, )
(66546, 31, 6549)
(33998, 403, )
(25050, 209, )
(102888, 406, )
(103133, 438, )
(34332, 226, )
(68910, 425, )
(48608, 442, )
(66578, 44, )
(107281, 441, )
(75287, 44, )
(10424, 434, )
(41449, 225, )
(13569, 448, )
(26717, 44, )
(26578, 423, )
(14302, 44, )
(53611, 446, )
(66047, 44, )
(66172, 44, )
(101300, 417, )
(105396, 44, )
(37997, 1, 5247, 6065, 6124, 5774, 5885)
(50999, 412, )
(91584, 419, )
(49432, 403, )
(93681, 425, )
(82275, 231, )
(24242, 428, )
(23520, 44, )
(31506, 49, )
(43940, 413, )
(29514, 420, )
(18271, 404, )
(52737, 44, )
(24458, 48, )
(33840, 44, )
(107364, 246, )
(24953, 402, )
(60299, 420, )
(60216, 439, )
(97690, 447, )
(35680, 433, )
(58508, 420, )
(28694, 414, )
(20070, 449, )
(48997, 405, )
(54857, 44, )
(79090, 44, )
(99955, 441, )
(40699, 3, 5542, 6908, 6545, 5860)
(94784, 44, )
(95119, 427, )
(93897, 449, )
(99554, 433, )
(97535, 403, )
(44957, 206, )
(76878, 403, )
(25195, 411, )
(99658, 446, )
(17064, 421, )
(11631, 443, )
(84049, 429, )
(104230, 447, )
(93593, 409, )
(35419, 44, )
(53908, 446, )
(92073, 406, )
(51629, 44, )
(35775, 44, )
(48968, 446, )
(96516, 44, )
(42872, 412, )
(20000, 435, )
(42961, 44, )
(102138, 405, )
(39049, 432, )
(61368, 401, )
(45696, 412, )
(62376, 428, )
(16913, 404, )
(76245, 416, )
(53556, 414, )
(74785, 447, )
(89005, 409, )
(49112, 49, )
(93393, 209, )
(24046, 44, )
(71813, 444, )
(86462, 427, )
(53637, 407, )
(82461, 435, )
(79726, 437, )
(58565, 405, )
(95423, 448, )
(14021, 44, )
(100172, 405, )
(54478, 232, )
(45161, 437, )
(45210, 210, )
(74704, 44, )
(31784, 416, )
(85765, 44, )
(91650, 44, )
(41145, 44, )
(12199, 446, )
(45516, 44, )
(95141, 420, )
(69214, 406, )
(92796, 415, )
(100221, 435, )
(51045, 44, )
(84980, 404, )
(65857, 447, )
(88155, 405, )
(86980, 407, )
(74589, 44, )
(12521, 430, )
(95333, 417, )
(34623, 44, )
(80801, 404, )
(29892, 44, )
(49528, 44, )
(51323, 405, )
(43380, 406, )
(52051, 441, )
(30952, 406, )
(61354, 44, )
(40941, 48, )
(67345, 424, )
(59337, 405, )
(29001, 423, )
(25950, 429, )
(25267, 426, )
(88252, 421, )
(46539, 44, )
(63521, 414, )
(64752, 404, )
(55637, 44, )
(28494, 44, )
(40708, 449, )
(109230, 408, )
(108153, 412, )
(20614, 246, )
(61924, 413, )
(75056, 409, )
(72328, 414, )
(100195, 420, )
(55651, 431, )
(101800, 405, )
(55271, 417, )
(104851, 44, )
(32191, 49, )
(40673, 204, )
(42966, 440, )
(64747, 4, 6650, 5133, 6012, 6450, 5574, 6200, 6258)
(102796, 44, )
(65711, 12, 6521, 6188, 5269, 5266, 5029, 5742)
(51336, 44, )
(30015, 442, )
(51742, 440, )
(87137, 414, )
(56365, 403, )
(15583, 44, )
(14507, 44, )
(39253, 446, )
(72897, 44, )
(102253, 47, )
(104386, 407, )
(41371, 44, )
(33345, 44, )
(109043, 416, )
(53790, 211, )
(89757, 44, )
(51944, 424, )
(99398, 404, )
(100613, 412, )
(94968, 405, )
(27641, 409, )
(84051, 420, )
(36712, 447, )
(41079, 427, )
(95130, 436, )
(77643, 447, )
(107607, 421, )
(30498, 24, 6830)
(89244, 44, )
(107121, 435, )
(56008, 241, )
(100664, 1, 6065, 5456, 6472, 5507, 6545, 5713)
(70134, 418, )
(33733, 417, )
(40914, 420, )
(88849, 428, )
(71280, 435, )
(20971, 44, )
(49251, 44, )
(11260, 427, )
(40838, 44, )
(72985, 417, )
(58108, 420, )
(61723, 241, )
(38908, 435, )
(109851, 418, )
(57214, 220, )
(109739, 428, )
(58637, 433, )
(97804, 44, )
(47869, 44, )
(20734, 2, 5009)
(96456, 412, )
(26222, 402, )
(26308, 433, )
(80329, 411, )
(65864, 448, )
(36163, 430, )
(50205, 439, )
(21443, 44, )
(33141, 435, )
(22070, 416, )
(71428, 45, )
(78424, 212, )
(92782, 437, )
(44355, 448, )
(64260, 416, )
(43196, 422, )
(24485, 44, )
(95408, 402, )
(93139, 44, )
(105525, 417, )
(46867, 214, )
(61872, 44, )
(69536, 47, )
(77323, 44, )
(66843, 245, )
(92441, 421, )
(27808, 417, )
(36822, 402, )
(27314, 448, )
(17187, 437, )
(16844, 44, )
(39435, 424, )
(62841, 44, )
(56646, 415, )
(88743, 44, )
(22913, 437, )
(95826, 407, )
(105657, 44, )
(50893, 44, )
(27921, 417, )
(87582, 45, )
(104843, 44, )
(57625, 424, )
(30352, 44, )
(99188, 446, )
(100397, 44, )
(68727, 44, )
(36952, 44, )
(95336, 44, )
(45640, 44, )
(68894, 415, )
(81672, 1, 5933, 6539, 6875, 5714)
(79487, 441, )
(90886, 44, )
(61963, 444, )
(79267, 48, )
(15582, 44, )
(73031, 405, )
(36164, 424, )
(37109, 44, )
(49625, 417, )
(35759, 45, )
(87186, 439, )
(45001, 408, )
(30348, 205, )
(76227, 4, 5076)
(27464, 44, )
(103063, 440, )
(37188, 419, )
(40020, 417, )
(106075, 425, )
(30531, 404, )
(32437, 15, 6796)
(36091, 428, )
(58610, 201, )
(43419, 419, )
(60427, 444, )
(46095, 433, )
(20686, 44, )
(22911, 44, )
(65262, 45, )
(22711, 1, 6521, 6188, 6236, 6805, 6864)
(86545, 410, )
(24602, 44, )
(92138, 418, )
(31073, 407, )
(82162, 44, )
(61069, 225, )
(30147, 48, )
(75541, 422, )
(18458, 417, )
(97848, 443, )
(95164, 425, )
(79976, 448, )
(76159, 44, )
(12131, 1, 5278, 5247, 5456, 6472, 5507, 6545)
(48333, 402, )
(98955, 47, )
(31899, 426, )
(29288, 2, 5009)
(25048, 449, )
(96146, 445, )
(71481, 426, )
(89430, 44, )
(21792, 410, )
(75437, 44, )
(98157, 444, )
(55133, 406, )
(79696, 419, )
(41389, 44, )
(100839, 44, )
(16197, 402, )
(67958, 44, )
(90592, 429, )
(31259, 2, 5526, 5129, 5921, 6484, 6549, 6225, 5489)
(71583, 44, )
(105183, 44, )
(105816, 44, )
(58011, 427, )
(47598, 44, )
(46251, 423, )
(28787, 413, )
(61389, 445, )
(24523, 431, )
(108613, 402, )
(36373, 424, )
(15813, 230, )
(62627, 410, )
(35824, 436, )
(35981, 423, )
(95731, 424, )
(59891, 44, )
(76556, 426, )
(105295, 239, )
(94508, 440, )
(60422, 443, )
(104750, 421, )
(26261, 435, )
(27366, 434, )
(68341, 44, )
(37429, 44, )
(74220, 448, )
(97506, 410, )
(56293, 427, )
(28059, 432, )
(34972, 44, )
(92067, 445, )
(68909, 436, )
(27356, 44, )
(18727, 35, 5713, 6365)
(64517, 213, )
(101521, 440, )
(98238, 407, )
(14071, 44, )
(95148, 428, )
(92955, 44, )
(49077, 44, )
(61352, 449, )
(98935, 241, )
(39163, 446, )
(38633, 440, )
(86275, 403, )
(14699, 432, )
(73806, 410, )
(73956, 442, )
(93252, 440, )
(29390, 421, )
(99996, 416, )
(47694, 440, )
(43420, 440, )
(71151, 426, )
(43320, 447, )
(74468, 406, )
(32531, 49, )
(31556, 44, )
(65010, 429, )
(35057, 446, )
(18933, 44, )
(13116, 404, )
(36476, 437, )
(10034, 47, )
(91881, 425, )
(45265, 449, )
(62117, 438, )
(13502, 44, )
(98294, 430, )
(67668, 414, )
(77934, 419, )
(109263, 44, )
(51535, 444, )
(81697, 425, )
(82295, 428, )
(76839, 417, )
(99050, 419, )
(44752, 44, )
(12233, 448, )
(36141, 441, )
(59103, 44, )
(53589, 417, )
(50606, 411, )
(84891, 439, )
(26279, 437, )
(65408, 49, )
(34601, 44, )
(91759, 442, )
(59403, 47, )
(85706, 439, )
(27626, 411, )
(100507, 402, )
(65694, 45, )
(96036, 22, 5923, 5742, 6284, 6568)
(33900, 437, )
(39341, 9, 5475, 5632)
(79489, 10, 5593, 6583, 5386, 5345)
(99874, 49, )
(54065, 44, )
(105787, 437, )
(65568, 441, )
(50124, 419, )
(97652, 427, )
(85665, 44, )
(16867, 44, )
(48374, 441, )
(76011, 430, )
(103904, 432, )
(93180, 407, )
(24649, 402, )
(81102, 442, )
(87131, 44, )
(66910, 417, )
(56570, 438, )
(11327, 20, 6939, 6716, 5386, 6583)
(72482, 422, )
(45211, 409, )
(19859, 44, )
(19862, 238, )
(70420, 44, )
(76786, 446, )
(86923, 438, )
(22730, 442, )
(102287, 443, )
(61962, 416, )
(86944, 44, )
(47203, 410, )
(81064, 442, )
(16835, 44, )
(20402, 242, )
(40931, 449, )
(58420, 44, )
(102776, 428, )
(69936, 424, )
(90036, 45, )
(41067, 436, )
(20600, 44, )
(36835, 419, )
(46845, 404, )
(66970, 439, )
(27646, 411, )
(54600, 1, 5326, 5632)
(79790, 448, )
(25034, 44, )
(31894, 206, )
(58091, 430, )
(54454, 440, )
(105975, 403, )
(96564, 44, )
(69982, 447, )
(58136, 49, )
(51788, 223, )
(109657, 417, )
(79452, 430, )
(83674, 423, )
(32911, 44, )
(76670, 44, )
(44285, 4, 5640, 6001, 5339, 5673, 5089, 5795)
(25702, 431, )
(94447, 425, )
(30294, 446, )
(69246, 447, )
(94407, 44, )
(68837, 45, )
(26865, 223, )
(87334, 408, )
(68605, 444, )
(33220, 404, )
(29896, 441, )
(89611, 439, )
(81803, 420, )
(90346, 230, )
(87868, 411, )
(75590, 44, )
(12634, 405, )
(28114, 445, )
(71576, 449, )
(39595, 439, )
(59170, 46, )
(28691, 411, )
(74193, 422, )
(86533, 447, )
(90872, 431, )
(17204, 237, )
(14396, 412, )
(80392, 407, )
(105157, 44, )
(88906, 3, 5526, 5129, 5921, 5184)
(105847, 211, )
(60565, 438, )
(89787, 407, )
(69756, 44, )
(48578, 408, )
(45990, 44, )
(25387, 415, )
(93225, 439, )
(36934, 442, )
(69825, 420, )
(67007, 434, )
(39058, 44, )
(16343, 404, )
(71806, 409, )
(54528, 418, )
(64555, 44, )
(26508, 405, )
(33737, 403, )
(84018, 44, )
(61849, 436, )
(29273, 217, )
(100598, 205, )
(27068, 441, )
(38580, 229, )
(67364, 449, )
